ID,Marital_Status,Application_Mode,Course,Attendance_Type,Previous_Qualification,Admission_Grade,Displaced,Special_Needs,Debtor,Tuition_Fees_Up_To_Date,Gender,Scholarship_Holder,Age_At_Enrollment,International,Units_1st_Sem_Enrolled,Units_1st_Sem_Approved,Units_1st_Sem_Grade,Units_2nd_Sem_Enrolled,Units_2nd_Sem_Approved,Units_2nd_Sem_Grade,Approval_Rate_1st_Sem,Approval_Rate_2nd_Sem,Avg_Grade_Both_Sem,Unemployment_Rate,Inflation_Rate,GDP,Status
1868,Single,Over 23 years old,Management (evening attendance),Evening,Secondary Education,153.5,No,No,Yes,No,Male,No,31,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,Dropout
1869,Single,1st phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,142.2,Yes,No,No,Yes,Male,Yes,20,No,12,12,14.583333333333334,11,11,14.333333333333334,1.0,1.0,14.46,8.9,1.4,3.51,Graduate
1870,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,131.1,Yes,No,No,Yes,Male,No,19,No,6,6,11.666666666666666,6,3,12.666666666666666,1.0,0.5,12.17,7.6,2.6,0.32,Graduate
1871,Single,2nd phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,130.6,Yes,No,Yes,No,Male,No,23,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
1872,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,115.0,Yes,No,No,Yes,Male,Yes,20,No,7,1,13.0,7,0,0.0,0.143,0.0,6.5,11.1,0.6,2.02,Dropout
1873,Single,Change of institution/course,Nursing,Daytime,Secondary Education,125.0,No,No,No,Yes,Male,No,20,No,7,7,15.66,10,9,15.011111111111113,1.0,0.9,15.34,11.1,0.6,2.02,Graduate
1874,Single,Over 23 years old,Social Service (evening attendance),Evening,Secondary Education,97.5,Yes,No,No,Yes,Male,No,29,No,6,0,0.0,5,0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
1875,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,134.4,Yes,No,No,Yes,Male,Yes,20,No,6,6,12.166666666666666,6,4,12.75,1.0,0.667,12.46,9.4,-0.8,-3.12,Graduate
1876,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,118.8,No,No,No,Yes,Male,No,24,No,7,6,13.3,7,6,13.3,0.857,0.857,13.3,7.6,2.6,0.32,Graduate
1877,Single,Over 23 years old,Oral Hygiene,Daytime,Basic Education 3rd Cycle,110.5,No,No,No,Yes,Male,No,37,No,7,0,0.0,7,0,0.0,0.0,0.0,0.0,11.1,0.6,2.02,Dropout
1878,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,123.3,Yes,No,No,Yes,Male,No,18,No,7,0,0.0,8,0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
1879,Single,1st phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,139.6,Yes,No,Yes,No,Male,Yes,18,No,0,0,0.0,0,0,0.0,0,0,0.0,13.9,-0.3,0.79,Dropout
1880,Single,2nd phase - general contingent,Nursing,Daytime,Secondary Education,138.8,No,No,No,Yes,Male,No,18,No,8,7,13.55714285714286,8,7,13.55714285714286,0.875,0.875,13.56,12.7,3.7,-1.7,Graduate
1881,Married,Technological specialization diploma holders,Informatics Engineering,Daytime,Technological Specialization Course,160.0,No,No,Yes,Yes,Male,No,41,No,7,5,14.333333333333334,6,6,14.636363636363637,0.714,1.0,14.48,12.4,0.5,1.79,Enrolled
1882,Single,Over 23 years old,Agronomy,Daytime,Secondary Education,140.0,No,No,No,Yes,Male,No,35,No,6,4,12.0,6,3,10.333333333333334,0.667,0.5,11.17,13.9,-0.3,0.79,Dropout
1883,Single,2nd phase - general contingent,Tourism,Daytime,Secondary Education,118.2,No,No,No,Yes,Female,No,19,No,5,0,0.0,6,0,0.0,0.0,0.0,0.0,8.9,1.4,3.51,Dropout
1884,Single,1st phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,150.6,Yes,No,No,Yes,Male,No,18,No,0,0,0.0,0,0,0.0,0,0,0.0,10.8,1.4,1.74,Graduate
1885,Married,Over 23 years old,Nursing,Daytime,Secondary Education,115.2,No,No,No,Yes,Female,No,48,No,7,4,11.75,7,3,11.725,0.571,0.429,11.74,11.1,0.6,2.02,Enrolled
1886,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,126.0,Yes,No,No,Yes,Female,No,19,No,7,6,12.183333333333332,7,6,12.183333333333332,0.857,0.857,12.18,7.6,2.6,0.32,Graduate
1887,Single,Technological specialization diploma holders,Agronomy,Daytime,Technological Specialization Course,160.0,Yes,No,No,No,Male,No,30,No,9,6,11.833333333333334,8,4,11.0,0.667,0.5,11.42,15.5,2.8,-4.06,Dropout
1888,Married,Change of course,Journalism and Communication,Daytime,Secondary Education,160.0,No,No,Yes,No,Male,No,51,No,4,0,0.0,4,0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,Dropout
1889,Single,Ordinance No. 854-B/99,Veterinary Nursing,Daytime,Secondary Education,184.4,No,No,No,Yes,Female,No,18,Yes,6,6,15.0,6,5,14.333333333333334,1.0,0.833,14.67,11.1,0.6,2.02,Graduate
1890,Single,1st phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,156.0,Yes,No,No,Yes,Female,No,18,No,0,0,0.0,0,0,0.0,0,0,0.0,10.8,1.4,1.74,Graduate
1891,Single,1st phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,150.2,Yes,No,No,Yes,Female,No,18,No,0,0,0.0,0,0,0.0,0,0,0.0,11.1,0.6,2.02,Graduate
1892,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,126.3,Yes,No,No,Yes,Female,Yes,18,No,8,8,13.435,8,8,13.435,1.0,1.0,13.44,9.4,-0.8,-3.12,Graduate
1893,Single,1st phase - general contingent,Equinculture,Daytime,Secondary Education,146.1,Yes,No,No,Yes,Female,No,18,No,5,4,13.5,5,0,0.0,0.8,0.0,6.75,10.8,1.4,1.74,Dropout
1894,Single,1st phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,145.3,Yes,No,No,Yes,Female,No,18,No,0,0,0.0,0,0,0.0,0,0,0.0,12.4,0.5,1.79,Enrolled
1895,Single,3rd phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,116.8,Yes,No,No,Yes,Female,No,23,No,17,17,11.5,17,17,12.176470588235292,1.0,1.0,11.84,12.4,0.5,1.79,Graduate
1896,Single,1st phase - general contingent,Communication Design,Daytime,Secondary Education,132.1,Yes,No,No,Yes,Female,No,19,No,6,2,10.5,6,3,11.0,0.333,0.5,10.75,7.6,2.6,0.32,Enrolled
1897,Single,1st phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,102.6,No,Yes,No,Yes,Female,No,21,No,6,4,12.0,6,2,11.5,0.667,0.333,11.75,11.1,0.6,2.02,Enrolled
1898,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,112.3,Yes,No,Yes,No,Female,No,18,No,6,5,12.2,6,4,11.5,0.833,0.667,11.85,11.1,0.6,2.02,Dropout
1899,Single,1st phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,155.3,Yes,Yes,No,Yes,Female,No,18,No,0,0,0.0,0,0,0.0,0,0,0.0,11.1,0.6,2.02,Graduate
1900,Single,Short cycle diploma holders,Veterinary Nursing,Daytime,Professional Higher Technical Course,153.8,Yes,No,No,Yes,Female,No,21,No,11,10,14.5,9,8,14.0,0.909,0.889,14.25,8.9,1.4,3.51,Graduate
1901,Single,Change of course,Journalism and Communication,Daytime,Secondary Education,110.0,No,No,Yes,Yes,Female,No,20,No,6,6,13.333333333333334,6,6,12.666666666666666,1.0,1.0,13.0,12.4,0.5,1.79,Graduate
1902,Single,Transfer,Veterinary Nursing,Daytime,Secondary Education,128.2,No,No,No,Yes,Female,No,24,No,11,9,12.0,10,9,12.555555555555555,0.818,0.9,12.28,9.4,-0.8,-3.12,Graduate
1903,Single,1st phase - general contingent,Equinculture,Daytime,Secondary Education,120.4,Yes,No,No,Yes,Female,No,18,No,6,6,15.125,6,6,14.0,1.0,1.0,14.56,13.9,-0.3,0.79,Graduate
1904,Single,2nd phase - general contingent,Nursing,Daytime,Secondary Education,153.0,Yes,No,No,Yes,Female,No,18,No,7,6,13.116666666666667,7,6,13.116666666666667,0.857,0.857,13.12,7.6,2.6,0.32,Graduate
1905,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,117.9,Yes,No,No,Yes,Female,No,19,No,6,6,12.833333333333334,6,6,11.666666666666666,1.0,1.0,12.25,11.1,0.6,2.02,Graduate
1906,Single,Technological specialization diploma holders,Social Service,Daytime,Technological Specialization Course,145.6,Yes,No,No,Yes,Female,Yes,20,No,6,6,13.333333333333334,6,6,14.166666666666666,1.0,1.0,13.75,13.9,-0.3,0.79,Graduate
1907,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,119.8,Yes,No,No,Yes,Female,No,18,No,7,7,13.877142857142855,8,8,15.6625,1.0,1.0,14.77,12.4,0.5,1.79,Graduate
1908,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,126.8,Yes,No,No,Yes,Female,No,18,No,8,7,12.944285714285714,8,7,12.944285714285714,0.875,0.875,12.94,10.8,1.4,1.74,Graduate
1909,Single,2nd phase - general contingent,Basic Education,Daytime,Secondary Education,106.1,Yes,No,No,Yes,Female,No,19,No,6,5,12.333333333333334,6,5,11.0,0.833,0.833,11.67,15.5,2.8,-4.06,Enrolled
1910,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,137.3,Yes,No,No,Yes,Female,No,19,No,7,6,14.266666666666666,7,6,14.266666666666666,0.857,0.857,14.27,7.6,2.6,0.32,Graduate
1911,Single,1st phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,115.5,Yes,No,No,Yes,Female,No,18,No,6,5,13.0,6,5,14.0,0.833,0.833,13.5,13.9,-0.3,0.79,Graduate
1912,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,127.5,Yes,No,No,Yes,Female,No,20,No,8,8,12.48375,8,8,12.48375,1.0,1.0,12.48,9.4,-0.8,-3.12,Graduate
1913,Single,1st phase - general contingent,Oral Hygiene,Daytime,Secondary Education,116.3,Yes,No,No,Yes,Female,No,18,No,7,7,13.428571428571429,8,8,15.3125,1.0,1.0,14.37,16.2,0.3,-0.92,Graduate
1914,Married,2nd phase - general contingent,Social Service (evening attendance),Evening,Secondary Education,113.2,No,No,Yes,No,Female,No,18,No,6,3,10.666666666666666,6,0,0.0,0.5,0.0,5.33,7.6,2.6,0.32,Dropout
1915,Single,1st phase - general contingent,Basic Education,Daytime,Secondary Education,132.6,Yes,No,No,Yes,Female,No,18,No,6,5,15.4,6,5,12.2,0.833,0.833,13.8,7.6,2.6,0.32,Graduate
1916,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,132.0,Yes,No,No,Yes,Female,No,18,No,7,6,13.45,7,6,13.45,0.857,0.857,13.45,7.6,2.6,0.32,Graduate
1917,Single,2nd phase - general contingent,Nursing,Daytime,Secondary Education,130.3,Yes,No,No,Yes,Female,Yes,18,No,7,6,12.6,7,6,12.6,0.857,0.857,12.6,7.6,2.6,0.32,Graduate
1918,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,116.7,Yes,No,No,Yes,Female,No,20,No,7,7,12.485714285714286,8,8,12.9375,1.0,1.0,12.71,16.2,0.3,-0.92,Graduate
1919,Single,1st phase - general contingent,Communication Design,Daytime,Secondary Education,134.0,Yes,No,No,Yes,Female,Yes,22,No,6,5,10.8,6,5,12.8,0.833,0.833,11.8,12.7,3.7,-1.7,Graduate
1920,Single,Change of course,Advertising and Marketing Management,Daytime,Secondary Education,100.0,No,No,Yes,Yes,Female,No,20,No,6,5,12.2,6,5,14.6,0.833,0.833,13.4,13.9,-0.3,0.79,Enrolled
1921,Single,Technological specialization diploma holders,Veterinary Nursing,Daytime,Technological Specialization Course,140.0,Yes,No,No,Yes,Female,No,20,No,6,5,14.2,6,2,13.5,0.833,0.333,13.85,13.9,-0.3,0.79,Enrolled
1922,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,139.2,Yes,No,No,Yes,Female,No,18,No,6,6,13.833333333333334,6,6,14.0,1.0,1.0,13.92,9.4,-0.8,-3.12,Graduate
1923,Single,1st phase - general contingent,Basic Education,Daytime,Secondary Education,132.6,No,No,No,Yes,Female,No,18,No,6,5,12.8,6,3,10.0,0.833,0.5,11.4,9.4,-0.8,-3.12,Enrolled
1924,Single,2nd phase - general contingent,Management,Daytime,Secondary Education,129.4,No,No,No,Yes,Female,No,18,No,5,5,13.2,5,4,12.5,1.0,0.8,12.85,9.4,-0.8,-3.12,Graduate
1925,Single,2nd phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,125.6,No,No,Yes,Yes,Female,Yes,18,No,6,1,14.0,6,0,0.0,0.167,0.0,7.0,15.5,2.8,-4.06,Dropout
1926,Single,2nd phase - general contingent,Social Service,Daytime,Secondary Education,129.3,No,No,No,Yes,Female,No,19,No,8,8,13.875,6,5,14.0,1.0,0.833,13.94,11.1,0.6,2.02,Graduate
1927,Single,1st phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,128.4,Yes,No,No,Yes,Female,Yes,19,No,5,5,12.5,5,5,12.714285714285714,1.0,1.0,12.61,10.8,1.4,1.74,Graduate
1928,Single,2nd phase - general contingent,Journalism and Communication,Daytime,Secondary Education,139.9,No,No,No,Yes,Female,Yes,18,No,6,6,13.428571428571429,6,6,12.5,1.0,1.0,12.96,13.9,-0.3,0.79,Graduate
1929,Single,1st phase - general contingent,Communication Design,Daytime,Secondary Education,124.8,No,No,No,No,Female,Yes,18,No,6,5,11.8,6,5,13.0,0.833,0.833,12.4,8.9,1.4,3.51,Enrolled
1930,Single,2nd phase - general contingent,Nursing,Daytime,Secondary Education,128.5,Yes,No,No,Yes,Female,Yes,18,No,7,7,14.868571428571428,8,8,15.11111111111111,1.0,1.0,14.99,11.1,0.6,2.02,Graduate
1931,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,117.8,Yes,No,No,Yes,Female,No,18,No,7,7,13.03,8,8,13.21875,1.0,1.0,13.12,15.5,2.8,-4.06,Graduate
1932,Single,2nd phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,115.1,Yes,No,No,Yes,Female,No,19,No,6,6,14.571428571428571,6,6,12.333333333333334,1.0,1.0,13.45,12.4,0.5,1.79,Graduate
1933,Single,2nd phase - general contingent,Social Service,Daytime,Secondary Education,118.0,Yes,No,No,Yes,Female,No,18,No,6,5,11.0,6,4,11.25,0.833,0.667,11.12,8.9,1.4,3.51,Graduate
1934,Single,Over 23 years old,Nursing,Daytime,Basic Education 3rd Cycle,120.0,No,No,No,Yes,Female,Yes,25,No,8,8,13.3675,8,8,13.3675,1.0,1.0,13.37,9.4,-0.8,-3.12,Graduate
1935,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,119.6,Yes,No,No,Yes,Female,Yes,19,No,7,6,12.808333333333332,8,7,12.825714285714286,0.857,0.875,12.82,12.4,0.5,1.79,Graduate
1936,Single,2nd phase - general contingent,Nursing,Daytime,Secondary Education,133.2,Yes,No,No,Yes,Female,No,18,No,7,7,13.918571428571427,8,8,13.8875,1.0,1.0,13.9,11.1,0.6,2.02,Graduate
1937,Single,2nd phase - general contingent,Equinculture,Daytime,Secondary Education,141.8,Yes,No,No,Yes,Female,No,19,No,6,6,13.0,6,4,12.8,1.0,0.667,12.9,13.9,-0.3,0.79,Graduate
1938,Married,1st phase - general contingent,Nursing,Daytime,Secondary Education,130.3,No,No,No,Yes,Female,No,18,No,7,6,13.683333333333332,7,6,13.683333333333332,0.857,0.857,13.68,7.6,2.6,0.32,Graduate
1939,Single,Over 23 years old,Veterinary Nursing,Daytime,Secondary Education,100.0,No,No,No,Yes,Female,No,24,No,6,5,13.0,6,1,12.0,0.833,0.167,12.5,13.9,-0.3,0.79,Dropout
1940,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,114.6,Yes,No,No,Yes,Female,No,21,No,6,5,12.8,6,5,11.2,0.833,0.833,12.0,11.1,0.6,2.02,Graduate
1941,Single,1st phase - general contingent,Tourism,Daytime,Secondary Education,123.4,Yes,No,No,Yes,Female,Yes,18,No,6,6,13.571428571428571,6,6,12.166666666666666,1.0,1.0,12.87,8.9,1.4,3.51,Graduate
1942,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,116.4,Yes,No,No,Yes,Female,No,18,No,6,6,13.166666666666666,6,6,13.166666666666666,1.0,1.0,13.17,8.9,1.4,3.51,Graduate
1943,Married,1st phase - general contingent,Communication Design,Daytime,Secondary Education,123.2,No,No,No,Yes,Female,Yes,20,No,6,6,15.0,6,6,14.5,1.0,1.0,14.75,11.1,0.6,2.02,Graduate
1944,Single,1st phase - general contingent,Communication Design,Daytime,Secondary Education,123.7,Yes,No,No,Yes,Female,No,19,No,6,6,12.666666666666666,6,5,11.4,1.0,0.833,12.03,12.4,0.5,1.79,Graduate
1945,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,127.6,Yes,No,No,Yes,Female,Yes,19,No,6,6,13.857142857142858,6,6,13.142857142857142,1.0,1.0,13.5,13.9,-0.3,0.79,Dropout
1946,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,117.1,Yes,No,No,Yes,Female,No,30,No,7,7,14.692857142857145,8,8,14.9625,1.0,1.0,14.83,12.4,0.5,1.79,Graduate
1947,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,149.3,No,No,No,Yes,Female,No,18,No,8,8,14.035,8,8,14.035,1.0,1.0,14.04,9.4,-0.8,-3.12,Graduate
1948,Single,2nd phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,125.6,Yes,No,No,Yes,Female,No,18,No,5,4,11.0,5,3,14.0,0.8,0.6,12.5,12.7,3.7,-1.7,Graduate
1949,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,145.0,Yes,No,No,Yes,Female,Yes,18,No,6,6,13.333333333333334,6,6,13.333333333333334,1.0,1.0,13.33,9.4,-0.8,-3.12,Graduate
1950,Single,3rd phase - general contingent,Nursing,Daytime,Secondary Education,115.0,No,No,No,Yes,Female,No,20,No,7,6,11.7725,8,7,12.33,0.857,0.875,12.05,15.5,2.8,-4.06,Graduate
1951,Single,1st phase - general contingent,Tourism,Daytime,Secondary Education,114.3,No,No,No,Yes,Female,No,19,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,11.1,0.6,2.02,Dropout
1952,Single,Change of course,Tourism,Daytime,Secondary Education,126.0,Yes,No,No,Yes,Female,No,19,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
1953,Single,1st phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,124.0,Yes,No,No,No,Female,No,19,No,0,0,0.0,0,0,0.0,0,0,0.0,10.8,1.4,1.74,Dropout
1954,Single,1st phase - general contingent,Tourism,Daytime,Secondary Education,122.6,Yes,No,No,Yes,Female,Yes,18,No,6,6,12.285714285714286,6,6,12.0,1.0,1.0,12.14,8.9,1.4,3.51,Graduate
1955,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,133.8,Yes,No,No,Yes,Female,No,17,No,8,5,12.46,8,5,12.46,0.625,0.625,12.46,10.8,1.4,1.74,Enrolled
1956,Single,3rd phase - general contingent,Basic Education,Daytime,Secondary Education,113.5,Yes,No,No,Yes,Female,No,19,No,7,6,12.166666666666666,7,6,13.166666666666666,0.857,0.857,12.67,12.4,0.5,1.79,Graduate
1957,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,122.6,Yes,Yes,No,Yes,Female,No,18,No,6,5,11.833333333333334,6,2,11.5,0.833,0.333,11.67,13.9,-0.3,0.79,Enrolled
1958,Single,Holders of other higher courses,Nursing,Daytime,Higher Education - Degree,140.0,No,No,No,Yes,Female,No,25,No,8,7,14.805714285714286,8,7,14.805714285714286,0.875,0.875,14.81,10.8,1.4,1.74,Graduate
1959,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,107.0,Yes,No,No,Yes,Female,No,19,No,6,5,10.6,6,6,11.714285714285714,0.833,1.0,11.16,11.1,0.6,2.02,Dropout
1960,Single,Short cycle diploma holders,Veterinary Nursing,Daytime,Professional Higher Technical Course,130.0,Yes,No,Yes,No,Female,No,24,No,9,8,13.125,9,6,13.0,0.889,0.667,13.06,8.9,1.4,3.51,Enrolled
1961,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,124.2,Yes,No,Yes,Yes,Female,Yes,19,No,6,6,12.833333333333334,6,6,12.666666666666666,1.0,1.0,12.75,9.4,-0.8,-3.12,Graduate
1962,Single,3rd phase - general contingent,Nursing,Daytime,Secondary Education,125.8,No,No,No,Yes,Female,Yes,20,No,8,0,0.0,8,0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Enrolled
1963,Single,1st phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,108.0,Yes,No,No,Yes,Female,Yes,20,No,6,5,13.0,6,5,13.8,0.833,0.833,13.4,12.4,0.5,1.79,Graduate
1964,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,115.2,Yes,No,No,Yes,Female,Yes,20,No,7,7,12.725,8,8,13.7125,1.0,1.0,13.22,13.9,-0.3,0.79,Graduate
1965,Single,2nd phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,129.3,Yes,No,No,Yes,Female,No,19,No,5,4,11.25,5,3,10.333333333333334,0.8,0.6,10.79,12.7,3.7,-1.7,Graduate
1966,Single,Holders of other higher courses,Agronomy,Daytime,Higher Education - Master's,120.0,Yes,No,No,Yes,Female,No,31,No,12,11,13.818181818181818,12,12,13.461538461538462,0.917,1.0,13.64,15.5,2.8,-4.06,Graduate
1967,Single,1st phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,116.7,No,No,No,Yes,Female,No,20,No,5,3,12.333333333333334,5,3,13.0,0.6,0.6,12.67,9.4,-0.8,-3.12,Graduate
1968,Single,1st phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,121.0,Yes,No,No,Yes,Female,No,18,No,5,3,12.333333333333334,5,5,11.6,0.6,1.0,11.97,9.4,-0.8,-3.12,Enrolled
1969,Single,2nd phase - general contingent,Basic Education,Daytime,Secondary Education,128.2,No,No,Yes,Yes,Female,No,18,No,6,4,13.25,6,3,10.666666666666666,0.667,0.5,11.96,12.7,3.7,-1.7,Enrolled
1970,Single,1st phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,121.1,Yes,No,No,Yes,Female,No,18,No,6,6,13.666666666666666,6,5,15.4,1.0,0.833,14.53,13.9,-0.3,0.79,Graduate
1971,Single,Change of institution/course,Social Service,Daytime,Secondary Education,112.6,No,No,Yes,Yes,Female,No,20,No,11,8,12.625,10,3,11.0,0.727,0.3,11.81,11.1,0.6,2.02,Enrolled
1972,Single,2nd phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,123.3,Yes,No,No,Yes,Female,Yes,20,No,6,6,14.833333333333334,6,6,12.142857142857142,1.0,1.0,13.49,8.9,1.4,3.51,Graduate
1973,Single,2nd phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,129.4,No,No,No,Yes,Female,Yes,19,No,6,5,11.2,6,5,13.125,0.833,0.833,12.16,10.8,1.4,1.74,Dropout
1974,Single,2nd phase - general contingent,Management,Daytime,Secondary Education,119.9,No,No,No,Yes,Female,Yes,21,No,5,5,11.4,5,5,12.2,1.0,1.0,11.8,12.7,3.7,-1.7,Graduate
1975,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,131.6,Yes,No,No,Yes,Female,No,18,No,7,7,13.135,8,8,13.244444444444444,1.0,1.0,13.19,12.4,0.5,1.79,Graduate
1976,Single,Change of institution/course,Communication Design,Daytime,Secondary Education,120.0,Yes,No,No,Yes,Female,No,21,No,10,10,13.0,11,10,11.4,1.0,0.909,12.2,11.1,0.6,2.02,Dropout
1977,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,110.0,Yes,No,No,Yes,Female,No,19,No,7,4,12.85,7,7,12.62142857142857,0.571,1.0,12.74,11.1,0.6,2.02,Enrolled
1978,Single,Technological specialization diploma holders,Social Service,Daytime,Technological Specialization Course,143.0,No,No,No,Yes,Female,No,20,No,6,6,13.5,6,5,12.5,1.0,0.833,13.0,13.9,-0.3,0.79,Graduate
1979,Single,Technological specialization diploma holders,Veterinary Nursing,Daytime,Secondary Education,140.0,No,No,No,Yes,Female,No,20,No,6,6,14.285714285714286,6,3,13.0,1.0,0.5,13.64,13.9,-0.3,0.79,Enrolled
1980,Single,1st phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,119.2,Yes,No,No,Yes,Female,Yes,18,No,6,5,13.5,6,6,14.5,0.833,1.0,14.0,12.4,0.5,1.79,Graduate
